Question,Intent,Answer
neptune act moon,Planet_Info,14
neptune list moon,Planet_Info,14
neptune keep down moon,Planet_Info,14
neptune bit moon,Planet_Info,14
neptune total moon,Planet_Info,14
neptune numeral moon,Planet_Info,14
neptune number lunar month,Planet_Info,14
neptune number moon on,Planet_Info,14
neptune number lunation,Planet_Info,14
neptune number Moon,Planet_Info,14
neptune number moonshine,Planet_Info,14
neptune number Sun Myung Moon,Planet_Info,14
neptune number daydream,Planet_Info,14
neptune number synodic month,Planet_Info,14
neptune number moonlight,Planet_Info,14
neptune number moon around,Planet_Info,14
pluto revolution period,Planet_Info,248 Earth years
Pluto revolution period,Planet_Info,248 Earth years
Aidoneus revolution period,Planet_Info,248 Earth years
Aides revolution period,Planet_Info,248 Earth years
Hades revolution period,Planet_Info,248 Earth years
pluto gyration period,Planet_Info,248 Earth years
pluto rotation period,Planet_Info,248 Earth years
pluto revolution stop,Planet_Info,248 Earth years
pluto revolution point,Planet_Info,248 Earth years
pluto revolution menstruum,Planet_Info,248 Earth years
pluto revolution menstruation,Planet_Info,248 Earth years
pluto revolution flow,Planet_Info,248 Earth years
pluto revolution period of time,Planet_Info,248 Earth years
pluto revolution time period,Planet_Info,248 Earth years
pluto revolution full point,Planet_Info,248 Earth years
pluto revolution geological period,Planet_Info,248 Earth years
pluto revolution menses,Planet_Info,248 Earth years
pluto revolution full stop,Planet_Info,248 Earth years
pluto revolution catamenia,Planet_Info,248 Earth years
pluto rotation period,Planet_Info,153 hours
Aides rotation period,Planet_Info,153 hours
Hades rotation period,Planet_Info,153 hours
Pluto rotation period,Planet_Info,153 hours
Aidoneus rotation period,Planet_Info,153 hours
pluto rotary motion period,Planet_Info,153 hours
pluto revolution period,Planet_Info,153 hours
pluto gyration period,Planet_Info,153 hours
pluto rotation full point,Planet_Info,153 hours
pluto rotation full stop,Planet_Info,153 hours
pluto rotation time period,Planet_Info,153 hours
pluto rotation flow,Planet_Info,153 hours
pluto rotation menses,Planet_Info,153 hours
pluto rotation point,Planet_Info,153 hours
pluto rotation catamenia,Planet_Info,153 hours
pluto rotation menstruum,Planet_Info,153 hours
pluto rotation stop,Planet_Info,153 hours
pluto rotation menstruation,Planet_Info,153 hours
pluto rotation geological period,Planet_Info,153 hours
pluto rotation period of time,Planet_Info,153 hours
pluto size diameter,Planet_Info,"2,377 km"
Aidoneus size diameter,Planet_Info,"2,377 km"
Aides size diameter,Planet_Info,"2,377 km"
Pluto size diameter,Planet_Info,"2,377 km"
Hades size diameter,Planet_Info,"2,377 km"
pluto size of it diameter,Planet_Info,"2,377 km"
pluto sizing diameter,Planet_Info,"2,377 km"
pluto size diam,Planet_Info,"2,377 km"
pluto gravity,Planet_Info,0.66 m/s²
Pluto gravity,Planet_Info,0.66 m/s²
Aides gravity,Planet_Info,0.66 m/s²
Aidoneus gravity,Planet_Info,0.66 m/s²
Hades gravity,Planet_Info,0.66 m/s²
pluto somberness,Planet_Info,0.66 m/s²
pluto sobriety,Planet_Info,0.66 m/s²
pluto solemnity,Planet_Info,0.66 m/s²
pluto gravitational force,Planet_Info,0.66 m/s²
pluto sombreness,Planet_Info,0.66 m/s²
pluto gravitation,Planet_Info,0.66 m/s²
pluto soberness,Planet_Info,0.66 m/s²
pluto graveness,Planet_Info,0.66 m/s²
pluto gravitational attraction,Planet_Info,0.66 m/s²
pluto moon gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
Aidoneus moon gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
Hades moon gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
Aides moon gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
Pluto moon gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto synodic month gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moonshine gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon on gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto lunation gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon around gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto lunar month gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto Moon gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moonlight gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto daydream gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto Sun Myung Moon gravity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon gravitational force,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon sobriety,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon somberness,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon gravitational attraction,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon soberness,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon gravitation,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon graveness,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon sombreness,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto moon solemnity,Planet_Info,"N/A (moons are Charon, Styx, Nix, Kerberos, and Hydra)"
pluto mass,Planet_Info,1.30 x 10^22 kg
Pluto mass,Planet_Info,1.30 x 10^22 kg
Aidoneus mass,Planet_Info,1.30 x 10^22 kg
Hades mass,Planet_Info,1.30 x 10^22 kg
Aides mass,Planet_Info,1.30 x 10^22 kg
pluto pile,Planet_Info,1.30 x 10^22 kg
pluto wad,Planet_Info,1.30 x 10^22 kg
pluto mess,Planet_Info,1.30 x 10^22 kg
pluto heap,Planet_Info,1.30 x 10^22 kg
pluto mint,Planet_Info,1.30 x 10^22 kg
pluto plenty,Planet_Info,1.30 x 10^22 kg
pluto raft,Planet_Info,1.30 x 10^22 kg
pluto hatful,Planet_Info,1.30 x 10^22 kg
pluto pot,Planet_Info,1.30 x 10^22 kg
pluto great deal,Planet_Info,1.30 x 10^22 kg
pluto aggregated,Planet_Info,1.30 x 10^22 kg
pluto multitude,Planet_Info,1.30 x 10^22 kg
pluto Mass,Planet_Info,1.30 x 10^22 kg
pluto tidy sum,Planet_Info,1.30 x 10^22 kg
pluto mountain,Planet_Info,1.30 x 10^22 kg
pluto muckle,Planet_Info,1.30 x 10^22 kg
pluto hoi polloi,Planet_Info,1.30 x 10^22 kg
pluto mickle,Planet_Info,1.30 x 10^22 kg
pluto peck,Planet_Info,1.30 x 10^22 kg
pluto passel,Planet_Info,1.30 x 10^22 kg
pluto batch,Planet_Info,1.30 x 10^22 kg
pluto lot,Planet_Info,1.30 x 10^22 kg
pluto masses,Planet_Info,1.30 x 10^22 kg
pluto the great unwashed,Planet_Info,1.30 x 10^22 kg
pluto deal,Planet_Info,1.30 x 10^22 kg
pluto spate,Planet_Info,1.30 x 10^22 kg
pluto bulk,Planet_Info,1.30 x 10^22 kg
pluto aggregative,Planet_Info,1.30 x 10^22 kg
pluto good deal,Planet_Info,1.30 x 10^22 kg
pluto stack,Planet_Info,1.30 x 10^22 kg
pluto flock,Planet_Info,1.30 x 10^22 kg
pluto slew,Planet_Info,1.30 x 10^22 kg
pluto volume,Planet_Info,1.30 x 10^22 kg
pluto sight,Planet_Info,1.30 x 10^22 kg
pluto aggregate,Planet_Info,1.30 x 10^22 kg
pluto quite a little,Planet_Info,1.30 x 10^22 kg
pluto saturn ring composition,Planet_Info,
Pluto saturn ring composition,Planet_Info,
Aides saturn ring composition,Planet_Info,
Hades saturn ring composition,Planet_Info,
Aidoneus saturn ring composition,Planet_Info,
pluto Saturn ring composition,Planet_Info,
pluto saturn call up composition,Planet_Info,
pluto saturn hoop composition,Planet_Info,
pluto saturn pack composition,Planet_Info,
pluto saturn annulus composition,Planet_Info,
pluto saturn phone composition,Planet_Info,
pluto saturn gang composition,Planet_Info,
pluto saturn environ composition,Planet_Info,
pluto saturn peal composition,Planet_Info,
pluto saturn echo composition,Planet_Info,
pluto saturn mob composition,Planet_Info,
pluto saturn halo composition,Planet_Info,
pluto saturn call composition,Planet_Info,
pluto saturn resound composition,Planet_Info,
pluto saturn band composition,Planet_Info,
pluto saturn knell composition,Planet_Info,
pluto saturn reverberate composition,Planet_Info,
pluto saturn telephone composition,Planet_Info,
pluto saturn surround composition,Planet_Info,
pluto saturn closed chain composition,Planet_Info,
pluto saturn border composition,Planet_Info,
pluto saturn skirt composition,Planet_Info,
pluto saturn ringing composition,Planet_Info,
pluto saturn doughnut composition,Planet_Info,
pluto saturn anchor ring composition,Planet_Info,
pluto saturn tintinnabulation composition,Planet_Info,
pluto saturn ring theme,Planet_Info,
pluto saturn ring physical composition,Planet_Info,
pluto saturn ring constitution,Planet_Info,
pluto saturn ring authorship,Planet_Info,
pluto saturn ring writing,Planet_Info,
pluto saturn ring paper,Planet_Info,
pluto saturn ring composing,Planet_Info,
pluto saturn ring make-up,Planet_Info,
pluto saturn ring penning,Planet_Info,
pluto saturn ring typography,Planet_Info,
pluto atmosphere composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
Aides atmosphere composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
Pluto atmosphere composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
Aidoneus atmosphere composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
Hades atmosphere composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto standard atmosphere composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmospheric state composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atm composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto standard pressure composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto aura composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto ambience composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto air composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto ambiance composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere make-up,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere makeup,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere musical composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere opus,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere piece,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere physical composition,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere paper,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere penning,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere authorship,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere piece of music,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere report,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere constitution,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere writing,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere typography,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere composing,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto atmosphere theme,Planet_Info,"Nitrogen, methane, carbon monoxide"
pluto number moon,Planet_Info,5
Pluto number moon,Planet_Info,5
Aides number moon,Planet_Info,5
Hades number moon,Planet_Info,5
Aidoneus number moon,Planet_Info,5
pluto phone number moon,Planet_Info,5
pluto issue moon,Planet_Info,5
pluto come moon,Planet_Info,5
pluto keep down moon,Planet_Info,5
pluto act moon,Planet_Info,5
pluto amount moon,Planet_Info,5
pluto list moon,Planet_Info,5
pluto add up moon,Planet_Info,5
pluto numeral moon,Planet_Info,5
pluto numerate moon,Planet_Info,5
pluto count moon,Planet_Info,5
pluto total moon,Planet_Info,5
pluto telephone number moon,Planet_Info,5
pluto figure moon,Planet_Info,5
pluto turn moon,Planet_Info,5
pluto bit moon,Planet_Info,5
pluto enumerate moon,Planet_Info,5
pluto routine moon,Planet_Info,5
pluto identification number moon,Planet_Info,5
pluto number moon on,Planet_Info,5
pluto number lunar month,Planet_Info,5
pluto number lunation,Planet_Info,5
pluto number moonshine,Planet_Info,5
pluto number Sun Myung Moon,Planet_Info,5
pluto number daydream,Planet_Info,5
pluto number moon around,Planet_Info,5
pluto number Moon,Planet_Info,5
pluto number synodic month,Planet_Info,5
pluto number moonlight,Planet_Info,5
gas found jupiter atmosphere,Planet_Info,Hydrogen and Helium
brag found jupiter atmosphere,Planet_Info,Hydrogen and Helium
bluster found jupiter atmosphere,Planet_Info,Hydrogen and Helium
gasconade found jupiter atmosphere,Planet_Info,Hydrogen and Helium
throttle found jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas pedal found jupiter atmosphere,Planet_Info,Hydrogen and Helium
accelerator pedal found jupiter atmosphere,Planet_Info,Hydrogen and Helium
gasolene found jupiter atmosphere,Planet_Info,Hydrogen and Helium
accelerator found jupiter atmosphere,Planet_Info,Hydrogen and Helium
swash found jupiter atmosphere,Planet_Info,Hydrogen and Helium
boast found jupiter atmosphere,Planet_Info,Hydrogen and Helium
gaseous state found jupiter atmosphere,Planet_Info,Hydrogen and Helium
vaunt found jupiter atmosphere,Planet_Info,Hydrogen and Helium
natural gas found jupiter atmosphere,Planet_Info,Hydrogen and Helium
gasoline found jupiter atmosphere,Planet_Info,Hydrogen and Helium
flatulency found jupiter atmosphere,Planet_Info,Hydrogen and Helium
petrol found jupiter atmosphere,Planet_Info,Hydrogen and Helium
tout found jupiter atmosphere,Planet_Info,Hydrogen and Helium
shoot a line found jupiter atmosphere,Planet_Info,Hydrogen and Helium
gun found jupiter atmosphere,Planet_Info,Hydrogen and Helium
blow found jupiter atmosphere,Planet_Info,Hydrogen and Helium
flatulence found jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas ascertain jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas bump jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas constitute jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas retrieve jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas encounter jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas find jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas ground jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas see jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas recover jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas set up jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas observe jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas obtain jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas discover jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas witness jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas get jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas find oneself jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas incur jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas feel jupiter atmosphere,Planet_Info,Hydrogen and Helium
gas receive jupiter atmosphere,Planet_Info,Hydrogen and Helium
primary component venus atmosphere,Planet_Info,Carbon dioxide
primary winding component venus atmosphere,Planet_Info,Carbon dioxide
basal component venus atmosphere,Planet_Info,Carbon dioxide
principal component venus atmosphere,Planet_Info,Carbon dioxide
chief component venus atmosphere,Planet_Info,Carbon dioxide
primary quill component venus atmosphere,Planet_Info,Carbon dioxide
primary feather component venus atmosphere,Planet_Info,Carbon dioxide
elemental component venus atmosphere,Planet_Info,Carbon dioxide
primary coil component venus atmosphere,Planet_Info,Carbon dioxide
primary election component venus atmosphere,Planet_Info,Carbon dioxide
elementary component venus atmosphere,Planet_Info,Carbon dioxide
master component venus atmosphere,Planet_Info,Carbon dioxide
main component venus atmosphere,Planet_Info,Carbon dioxide
primary ingredient venus atmosphere,Planet_Info,Carbon dioxide
primary portion venus atmosphere,Planet_Info,Carbon dioxide
primary element venus atmosphere,Planet_Info,Carbon dioxide
primary factor venus atmosphere,Planet_Info,Carbon dioxide
primary constituent venus atmosphere,Planet_Info,Carbon dioxide
primary component part venus atmosphere,Planet_Info,Carbon dioxide
primary part venus atmosphere,Planet_Info,Carbon dioxide
primary component Venus atmosphere,Planet_Info,Carbon dioxide
primary component genus Venus atmosphere,Planet_Info,Carbon dioxide
primary component Urania atmosphere,Planet_Info,Carbon dioxide
primary component venus atmospheric state,Planet_Info,Carbon dioxide
primary component venus standard atmosphere,Planet_Info,Carbon dioxide
primary component venus ambiance,Planet_Info,Carbon dioxide
primary component venus air,Planet_Info,Carbon dioxide
primary component venus standard pressure,Planet_Info,Carbon dioxide
primary component venus aura,Planet_Info,Carbon dioxide
primary component venus ambience,Planet_Info,Carbon dioxide
primary component venus atm,Planet_Info,Carbon dioxide
planet atmosphere made mostly nitrogen,Planet_Info,Earth
major planet atmosphere made mostly nitrogen,Planet_Info,Earth
satellite atmosphere made mostly nitrogen,Planet_Info,Earth
planet ambiance made mostly nitrogen,Planet_Info,Earth
planet aura made mostly nitrogen,Planet_Info,Earth
planet standard atmosphere made mostly nitrogen,Planet_Info,Earth
planet standard pressure made mostly nitrogen,Planet_Info,Earth
planet ambience made mostly nitrogen,Planet_Info,Earth
planet air made mostly nitrogen,Planet_Info,Earth
planet atmospheric state made mostly nitrogen,Planet_Info,Earth
planet atm made mostly nitrogen,Planet_Info,Earth
planet atmosphere lay down mostly nitrogen,Planet_Info,Earth
planet atmosphere bring in mostly nitrogen,Planet_Info,Earth
planet atmosphere establish mostly nitrogen,Planet_Info,Earth
planet atmosphere take a shit mostly nitrogen,Planet_Info,Earth
planet atmosphere reach mostly nitrogen,Planet_Info,Earth
planet atmosphere pee-pee mostly nitrogen,Planet_Info,Earth
planet atmosphere pretend mostly nitrogen,Planet_Info,Earth
planet atmosphere fix mostly nitrogen,Planet_Info,Earth
planet atmosphere do mostly nitrogen,Planet_Info,Earth
planet atmosphere defecate mostly nitrogen,Planet_Info,Earth
planet atmosphere score mostly nitrogen,Planet_Info,Earth
planet atmosphere take in mostly nitrogen,Planet_Info,Earth
planet atmosphere build mostly nitrogen,Planet_Info,Earth
planet atmosphere ready mostly nitrogen,Planet_Info,Earth
planet atmosphere take a crap mostly nitrogen,Planet_Info,Earth
planet atmosphere cook mostly nitrogen,Planet_Info,Earth
planet atmosphere realise mostly nitrogen,Planet_Info,Earth
planet atmosphere nominate mostly nitrogen,Planet_Info,Earth
planet atmosphere get to mostly nitrogen,Planet_Info,Earth
planet atmosphere relieve oneself mostly nitrogen,Planet_Info,Earth
planet atmosphere draw mostly nitrogen,Planet_Info,Earth
planet atmosphere earn mostly nitrogen,Planet_Info,Earth
planet atmosphere seduce mostly nitrogen,Planet_Info,Earth
planet atmosphere shit mostly nitrogen,Planet_Info,Earth
planet atmosphere progress to mostly nitrogen,Planet_Info,Earth
planet atmosphere arrive at mostly nitrogen,Planet_Info,Earth
planet atmosphere pass water mostly nitrogen,Planet_Info,Earth
planet atmosphere hold mostly nitrogen,Planet_Info,Earth
planet atmosphere attain mostly nitrogen,Planet_Info,Earth
planet atmosphere work mostly nitrogen,Planet_Info,Earth
many moon saturn,Planet_Info,83 confirmed moons
many Sun Myung Moon saturn,Planet_Info,83 confirmed moons
many moon on saturn,Planet_Info,83 confirmed moons
many lunar month saturn,Planet_Info,83 confirmed moons
many moonlight saturn,Planet_Info,83 confirmed moons
many Moon saturn,Planet_Info,83 confirmed moons
many synodic month saturn,Planet_Info,83 confirmed moons
many lunation saturn,Planet_Info,83 confirmed moons
many daydream saturn,Planet_Info,83 confirmed moons
many moonshine saturn,Planet_Info,83 confirmed moons
many moon around saturn,Planet_Info,83 confirmed moons
many moon Saturn,Planet_Info,83 confirmed moons
largest moon solar system,Planet_Info,Ganymede (moon of Jupiter)
tumid moon solar system,Planet_Info,Ganymede (moon of Jupiter)
with child moon solar system,Planet_Info,Ganymede (moon of Jupiter)
prominent moon solar system,Planet_Info,Ganymede (moon of Jupiter)
magnanimous moon solar system,Planet_Info,Ganymede (moon of Jupiter)
declamatory moon solar system,Planet_Info,Ganymede (moon of Jupiter)
great moon solar system,Planet_Info,Ganymede (moon of Jupiter)
heavy moon solar system,Planet_Info,Ganymede (moon of Jupiter)
big moon solar system,Planet_Info,Ganymede (moon of Jupiter)
turgid moon solar system,Planet_Info,Ganymede (moon of Jupiter)
large moon solar system,Planet_Info,Ganymede (moon of Jupiter)
enceinte moon solar system,Planet_Info,Ganymede (moon of Jupiter)
orotund moon solar system,Planet_Info,Ganymede (moon of Jupiter)
gravid moon solar system,Planet_Info,Ganymede (moon of Jupiter)
bombastic moon solar system,Planet_Info,Ganymede (moon of Jupiter)
expectant moon solar system,Planet_Info,Ganymede (moon of Jupiter)
largest Sun Myung Moon solar system,Planet_Info,Ganymede (moon of Jupiter)
largest daydream solar system,Planet_Info,Ganymede (moon of Jupiter)
largest Moon solar system,Planet_Info,Ganymede (moon of Jupiter)
largest lunar month solar system,Planet_Info,Ganymede (moon of Jupiter)
largest moonlight solar system,Planet_Info,Ganymede (moon of Jupiter)
largest moonshine solar system,Planet_Info,Ganymede (moon of Jupiter)
largest moon around solar system,Planet_Info,Ganymede (moon of Jupiter)
largest lunation solar system,Planet_Info,Ganymede (moon of Jupiter)
largest moon on solar system,Planet_Info,Ganymede (moon of Jupiter)
largest synodic month solar system,Planet_Info,Ganymede (moon of Jupiter)
largest moon solar organisation,Planet_Info,Ganymede (moon of Jupiter)
largest moon solar arrangement,Planet_Info,Ganymede (moon of Jupiter)
largest moon solar organization,Planet_Info,Ganymede (moon of Jupiter)
largest moon solar system of rules,Planet_Info,Ganymede (moon of Jupiter)
largest moon solar scheme,Planet_Info,Ganymede (moon of Jupiter)
saturn ring made,Planet_Info,Ice and rock particles
Saturn ring made,Planet_Info,Ice and rock particles
saturn annulus made,Planet_Info,Ice and rock particles
saturn knell made,Planet_Info,Ice and rock particles
saturn closed chain made,Planet_Info,Ice and rock particles
saturn gang made,Planet_Info,Ice and rock particles
saturn halo made,Planet_Info,Ice and rock particles
saturn surround made,Planet_Info,Ice and rock particles
saturn environ made,Planet_Info,Ice and rock particles
saturn hoop made,Planet_Info,Ice and rock particles
saturn echo made,Planet_Info,Ice and rock particles
saturn skirt made,Planet_Info,Ice and rock particles
saturn resound made,Planet_Info,Ice and rock particles
saturn ringing made,Planet_Info,Ice and rock particles
saturn band made,Planet_Info,Ice and rock particles
saturn call up made,Planet_Info,Ice and rock particles
saturn doughnut made,Planet_Info,Ice and rock particles
saturn tintinnabulation made,Planet_Info,Ice and rock particles
saturn mob made,Planet_Info,Ice and rock particles
saturn call made,Planet_Info,Ice and rock particles
saturn border made,Planet_Info,Ice and rock particles
saturn reverberate made,Planet_Info,Ice and rock particles
saturn anchor ring made,Planet_Info,Ice and rock particles
saturn peal made,Planet_Info,Ice and rock particles
saturn pack made,Planet_Info,Ice and rock particles
saturn phone made,Planet_Info,Ice and rock particles
saturn telephone made,Planet_Info,Ice and rock particles
saturn ring realise,Planet_Info,Ice and rock particles
saturn ring give,Planet_Info,Ice and rock particles
saturn ring attain,Planet_Info,Ice and rock particles
saturn ring pretend,Planet_Info,Ice and rock particles
saturn ring have,Planet_Info,Ice and rock particles
saturn ring ready,Planet_Info,Ice and rock particles
saturn ring name,Planet_Info,Ice and rock particles
saturn ring arrive at,Planet_Info,Ice and rock particles
saturn ring pass water,Planet_Info,Ice and rock particles
saturn ring prepare,Planet_Info,Ice and rock particles
saturn ring progress to,Planet_Info,Ice and rock particles
saturn ring make up,Planet_Info,Ice and rock particles
saturn ring bring in,Planet_Info,Ice and rock particles
saturn ring defecate,Planet_Info,Ice and rock particles
kuiper belt,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
Gerard Peter Kuiper belt,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
Gerard Kuiper belt,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
Kuiper belt,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper rap,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper bang,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper whang,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper swath,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper belted ammunition,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper whack,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper belt ammunition,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper smash,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper bash,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper knock,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
kuiper belt out,Space_Phenomena,"A region of the solar system beyond Neptune, containing small icy bodies"
oort cloud,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
Jan Hendrix Oort cloud,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
Oort cloud,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort overcast,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort corrupt,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort befog,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort becloud,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort obnubilate,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort fog,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort sully,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort defile,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort mottle,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort mist,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort obscure,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort haze over,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort taint,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort dapple,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
oort swarm,Space_Phenomena,A distant cloud of icy objects surrounding the solar system
black hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
smuggled hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
Shirley Temple Black hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
Black hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
black-market hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
dark hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
Negroid hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
blacken hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
blackness hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
blackamoor hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
blackened hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
mordant hole,Space_Phenomena,"A region of space where gravity is so strong that nothing, not even light, can escape"
